DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IE,2015,30127,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IE,2016,30667,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IE,2017,30317,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IE,2018,31140,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IE,2019,30959,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IE,2020,32387,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IE,2021,34292,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2010,2020,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2011,1986,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2012,1955,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2013,2154,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2014,2049,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2015,2178,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2016,2309,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2017,2238,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2018,2254,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2019,2275,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2020,2304,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IS,2021,2333,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2010,587488,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2011,593427,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2012,612883,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2013,600744,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2014,598364,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2015,647571,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2016,615261,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2017,649061,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2018,633133,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2019,634417,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2020,740317,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,IT,2021,701346,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2010,238,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2011,248,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2012,224,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2013,246,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2014,268,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2015,252,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2016,271,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2017,249,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2018,274,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2019,263,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2020,319,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LI,2021,271,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2010,42120,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2011,41037,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2012,40938,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2013,41511,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2014,40252,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2015,41776,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2016,41106,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2017,40142,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2018,39574,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2019,38281,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2020,43547,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LT,2021,47746,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2010,3760,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2011,3819,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2012,3876,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2013,3822,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2014,3841,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2015,3983,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2016,3967,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2017,4263,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2018,4318,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2019,4283,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2020,4609,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LU,2021,4489,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2010,30040,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2011,28540,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2012,29025,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2013,28691,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2014,28466,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2015,28478,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2016,28580,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2017,28757,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2018,28820,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2019,27719,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2020,28854,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,LV,2021,34600,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MC,2015,289,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MC,2016,298,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MC,2018,253,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2010,43631,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2011,39249,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2012,39560,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2013,38060,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2014,39555,be
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2015,39848,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2016,38454,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2017,36820,ep
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2018,37307,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2019,36416,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MD,2020,40656,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2010,5633,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2011,5847,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2012,5922,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2013,5917,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2014,6014,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2015,6329,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2016,6464,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2017,6523,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2018,6504,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2019,6595,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2020,7293,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,ME,2021,9152,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2010,19113,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2011,19465,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2012,20134,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2013,19208,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2014,19718,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2015,20461,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2016,20417,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2017,20318,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2018,19727,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2019,20446,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2020,25723,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MK,2021,28516,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2010,3010,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2011,3267,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2012,3418,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2013,3236,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2014,3270,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2015,3442,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2016,3342,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2017,3571,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2018,3688,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2019,3688,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2020,4084,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,MT,2021,4163,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2010,136058,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2011,135741,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2012,140813,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2013,141245,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2014,139223,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2015,147134,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2016,148997,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2017,150214,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2018,153363,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2019,151885,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2020,168678,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NL,2021,170972,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2010,41499,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2011,41393,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2012,41992,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2013,41131,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2014,40369,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2015,40676,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2016,40726,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2017,40774,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2018,40840,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2019,40684,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2020,40611,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,NO,2021,42002,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2010,378478,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2011,375501,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2012,384788,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2013,387312,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2014,376467,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2015,394921,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2016,388009,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2017,402852,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2018,414200,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2019,409709,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2020,477355,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PL,2021,519517,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2010,105953,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2011,102845,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2012,107612,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2013,106554,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2014,104843,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2015,108539,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2016,110573,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2017,109758,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2018,113051,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2019,111793,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2020,123396,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,PT,2021,124802,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2010,259723,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2011,251439,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2012,255539,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2013,247475,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2014,254965,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2015,262442,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2016,258404,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2017,262321,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2018,264963,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2019,259889,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2020,298258,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RO,2021,335527,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2010,103211,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2011,102935,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2012,102400,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2013,100300,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2014,101247,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2015,103678,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2016,100834,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2017,103722,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2018,101655,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2019,101458,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2020,116850,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RS,2021,136622,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RU,2010,2028516,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RU,2011,1925720,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RU,2013,1871809,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,RU,2014,1878039,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2010,90487,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2011,89938,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2012,91938,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2013,90402,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2014,88976,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2015,90907,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2016,90982,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2017,91972,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2018,92185,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2019,88766,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2020,98124,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SE,2021,91958,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2010,18609,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2011,18699,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2012,19257,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2013,19334,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2014,18886,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2015,19834,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2016,19689,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2017,20509,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2018,20485,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2019,20588,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2020,24016,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SI,2021,23261,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2010,53445,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2011,51903,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2012,52437,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2013,52089,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2014,51346,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2015,53826,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2016,52351,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2017,53914,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2018,54293,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2019,53234,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2020,59089,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SK,2021,73461,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2011,222,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2012,237,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2013,247,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2014,252,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2015,235,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2016,253,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2017,278,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2018,244,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2019,251,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,SM,2021,312,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2010,365707,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2011,375367,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2012,374855,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2013,372094,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2014,390121,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2015,405218,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2016,422135,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2017,425781,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2018,426106,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,TR,2019,435941,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2010,698235,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2011,664588,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2012,663139,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2013,662368,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2014,632296,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2015,594796,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2016,583631,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2017,574123,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2018,587665,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2019,581114,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2020,616835,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UA,2021,714263,e
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2010,561666,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2011,552232,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2012,569024,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2013,574945,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2014,568840,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2015,601272,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2016,595655,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2017,605748,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2018,614313,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,UK,2019,604621,p
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,XK,2010,7234,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,XK,2011,7111,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,XK,2012,7317,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,XK,2013,7135,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,XK,2014,7634,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,XK,2015,8202,
ESTAT:TPS00029(1.0),14/04/23 23:00:00,A,DEATH_NR,XK,2016,8495,
